epoch,global_step,step,tmp_loss,tmp_ppl,mean_loss,mean_ppl,n_token_real,n_token_total,epoch_time
1,81,81,2.592175006866455,13.40191650390625,2.540175312757492,13.067410713434219,172160,176976,18.620712757110596
1,82,82,2.0950968265533447,8.043787002563477,2.5346805166315147,13.005390667621,174718,179536,18.83084726333618
1,83,83,2.5333364009857178,12.54628849029541,2.534664124977298,12.999791860580444,177274,182096,19.06841254234314
1,84,84,2.2118589878082275,8.590846061706543,2.5307749064571885,12.946672031678348,177479,182432,19.189066648483276
1,85,85,2.5995635986328125,13.592556953430176,2.5315938194592795,12.95436113788968,180025,184992,19.414145469665527
1,86,86,2.526576042175293,12.492629051208496,2.53153478678535,12.94892899569343,182565,187552,19.649665594100952
1,87,87,2.4548254013061523,11.658411979675293,2.530642817186755,12.933922983879267,185125,190112,19.878876447677612
1,88,88,2.3720390796661377,10.700138092041016,2.5288197857210006,12.908247295467334,187666,192672,20.09249496459961
1,89,89,2.434319496154785,12.828413009643555,2.527745918794112,12.90734008767388,189399,194656,20.340799570083618
1,90,90,2.4891223907470703,12.054049491882324,2.5273119465688643,12.897752552889706,191959,197216,20.573642253875732
1,91,91,2.2918219566345215,9.135650634765625,2.524695391125149,12.855951420466106,193060,198544,20.779093980789185
1,92,92,1.9897606372833252,7.883264541625977,2.5188169872367774,12.80130650970962,193328,198896,20.94875168800354
1,93,93,2.676762342453003,14.529475212097168,2.5205337845760845,12.820090952126876,195381,201152,21.18493890762329
1,94,94,2.5051143169403076,12.244961738586426,2.5203679838488178,12.813906767035043,197941,203712,21.425753593444824
1,95,95,2.6041712760925293,13.520015716552734,2.5212595082343894,12.821418564370338,200501,206272,21.63576054573059
1,96,96,2.182514190673828,8.25308609008789,2.5176937680495413,12.773330854114734,200948,206880,21.801214456558228
1,97,97,2.2823739051818848,9.658252716064453,2.515242519478003,12.740882123510042,203496,209440,22.055517196655273
1,98,98,2.249936580657959,10.264342308044434,2.5125074067066624,12.715350785206274,205760,212000,22.317008018493652
1,99,99,2.6860930919647217,14.674229621887207,2.514278689209296,12.735339344764242,208320,214560,22.579380989074707
1,100,100,2.877577304840088,17.771167755126953,2.517948372195465,12.78620629840427,210880,217120,22.843549251556396
1,101,101,2.586751937866211,13.27658748626709,2.518636407852173,12.791110110282897,213440,219680,23.10583186149597
1,102,102,2.6415200233459473,13.432453155517578,2.5198530773125074,12.797460041423836,214565,221024,23.319129705429077
1,103,103,2.2859933376312256,9.684139251708984,2.5175603347666122,12.766937288583494,217109,223584,23.572250366210938
1,104,104,2.6576309204101562,14.262460708618164,2.5189202433650935,12.7814569334382,219669,226144,23.81736946105957
1,105,105,2.379833936691284,10.310858726501465,2.5175828750316915,12.757701181448423,219877,226416,23.967334270477295
1,106,106,2.428407669067383,11.34080982208252,2.5167335873558407,12.74420697802589,222437,228976,24.213792085647583
1,107,107,2.6597673892974854,12.366913795471191,2.518082962845856,12.740647608379149,223357,230112,24.41258144378662
1,108,108,2.492335557937622,11.663849830627441,2.517842332893443,12.730584077745954,225900,232672,24.671816110610962
1,109,109,2.6525700092315674,14.186476707458496,2.519089811378055,12.744064565058109,228460,235232,24.92977523803711
1,110,110,2.7696282863616943,16.283977508544922,2.5213883294971713,12.776540830594683,231005,237792,25.19692301750183
1,111,111,2.012453317642212,7.470065593719482,2.516761647571217,12.728300146623091,233562,240352,25.436384439468384
1,112,112,2.6084320545196533,13.577741622924805,2.5175875070932747,12.73595277253572,236122,242912,25.68519878387451
1,113,113,2.412752151489258,14.20888900756836,2.5166514771325246,12.74910398891994,238494,245472,25.955631256103516
1,114,114,2.5458147525787354,12.754693984985352,2.5169095592161197,12.74915345791167,241054,248032,26.206736087799072
1,115,115,2.648799180984497,12.880279541015625,2.51806648572286,12.750303686710826,241895,249088,26.404940605163574
1,116,116,2.4853920936584473,10.456038475036621,2.5177823605744734,12.730353554435398,242529,249968,26.59563970565796
1,117,117,2.5265047550201416,12.50970458984375,2.51785755363004,12.728451408188919,245089,252528,26.837464570999146
1,118,118,2.4906246662139893,12.068812370300293,2.517624793908535,12.722813467694143,247649,255088,27.074892044067383
1,119,119,2.344011068344116,10.417993545532227,2.5161534911495145,12.703281095472432,250209,257648,27.319594144821167
1,120,120,2.6619551181793213,14.372889518737793,2.5173787149060676,12.717311418357015,252769,260208,27.563023328781128
1,121,121,2.3204681873321533,10.766018867492676,2.5157377938429515,12.701050647099812,254268,261920,27.787026166915894
1,122,122,2.065826892852783,7.377455234527588,2.512019521933942,12.657053990797563,254624,262464,27.950320720672607
1,123,123,2.6772408485412598,14.023810386657715,2.5133737951028543,12.668256912075105,256676,264736,28.20382308959961
1,124,124,2.028226613998413,8.396674156188965,2.509429509077615,12.6335285969866,257330,265536,28.376123189926147
1,125,125,2.704686164855957,14.931450843811035,2.5110041595274404,12.652060228009377,259890,268096,28.623337745666504
1,126,126,1.9783629179000854,7.262549877166748,2.5067430295944213,12.608944145202637,260075,268352,28.773019313812256
1,127,127,2.7552037239074707,15.724244117736816,2.508714939866747,12.633668748159257,262635,270912,29.032127380371094
1,128,128,2.2000138759613037,8.706104278564453,2.5062842228281217,12.60274304367426,264428,272960,29.27005171775818
1,129,129,2.5763156414031982,13.138592720031738,2.5068313432857394,12.606929369270802,266973,275520,29.53288769721985
1,130,130,2.2705159187316895,9.60876178741455,2.5049994407698164,12.583687760109125,267737,276416,29.705406427383423
1,131,131,2.2335612773895264,9.193641662597656,2.5029114548976605,12.55761048243596,268715,277632,29.906494617462158
1,132,132,2.8165624141693115,16.65138053894043,2.5053057370295053,12.588860635539048,271271,280192,30.167900323867798
1,133,133,2.049718141555786,7.765711784362793,2.501854315851674,12.552321629090743,273831,282752,30.399412870407104
1,134,134,1.9549602270126343,6.808251857757568,2.497742330221305,12.50913313456944,276388,285312,30.63286566734314
1,135,135,2.520907402038574,12.43252944946289,2.4979152038915835,12.5085614652776,278948,287872,30.895846128463745
1,136,136,2.7686736583709717,15.937481880187988,2.4999208220729123,12.533960875758419,281508,290432,31.15880513191223
1,137,137,2.394498586654663,10.948662757873535,2.4991456585771896,12.522304271950441,284063,292992,31.402488470077515
1,138,138,2.5606067180633545,13.588079452514648,2.4995942794493513,12.530083652830472,286131,295312,31.65782856941223
1,139,139,2.6724183559417725,12.535419464111328,2.5008466278297314,12.530122318129608,288285,297728,31.915242433547974
1,140,140,2.7053117752075195,14.474217414855957,2.5023176001130247,12.544108613789511,290827,300288,32.180604219436646
1,141,141,2.2779951095581055,9.642070770263672,2.500715296609061,12.52337977205004,293387,302848,32.414740800857544
1,142,142,2.522418975830078,11.43744945526123,2.500869223412047,12.515678138597638,295927,305408,32.68352270126343
1,143,143,2.560736894607544,11.700757026672363,2.501290826730325,12.50993925752774,297591,307344,32.92587733268738
1,144,144,2.422281503677368,11.288180351257324,2.500738313981703,12.501395488952424,300138,309904,33.18723130226135
1,145,145,2.7331602573394775,15.497516632080078,2.502352355255021,12.5222018857797,302686,312464,33.44542670249939
1,146,146,2.186596393585205,8.173355102539062,2.5001747279331603,12.492209838998729,305199,315024,33.698652267456055
1,147,147,2.352433681488037,9.419690132141113,2.4991628029575086,12.471165183472307,307709,317584,33.96147966384888
1,148,148,2.5746638774871826,13.056907653808594,2.4996764157094113,12.475149826127655,310258,320144,34.22452473640442
1,149,149,2.4906005859375,12.188444137573242,2.4996150925352767,12.473212625529316,312815,322704,34.4656126499176
1,150,150,2.2126898765563965,9.14026927947998,2.4976894199448143,12.450843878240393,315375,325264,34.70135498046875
1,151,151,2.4212234020233154,11.259628295898438,2.4971796464920044,12.44290244102478,317935,327824,34.943384885787964
1,152,152,2.2794241905212402,9.811714172363281,2.4957375573796154,12.42547735315285,320495,330384,35.18743276596069
1,153,153,2.128467082977295,8.328551292419434,2.493321304258547,12.398523892226972,323055,332944,35.42225456237793
1,154,154,2.5332977771759033,12.624486923217773,2.4935825883952623,12.400000774782468,325615,335504,35.676286935806274
1,155,155,2.095156669616699,8.336010932922363,2.490995407104492,12.373611230354804,325804,335744,35.824528217315674
1,156,156,2.3805272579193115,10.726155281066895,2.4902827093678135,12.362982482294882,328364,338304,36.05587339401245
1,157,157,2.645998001098633,14.139050483703613,2.491280884314806,12.374367533585964,330924,340864,36.30828332901001
1,158,158,2.383411169052124,11.479005813598633,2.490593816064725,12.368664592694325,331764,341904,36.5025372505188
1,159,159,2.7292215824127197,11.669379234313965,2.4921041183833834,12.364238735995714,333349,343712,36.73545217514038
1,160,160,2.5854880809783936,11.916850090026855,2.492691438902849,12.361424970926729,334989,345584,36.96945071220398
1,161,161,2.2615466117858887,9.331693649291992,2.491246783733368,12.34248915016651,337502,348144,37.23290944099426
1,162,162,2.680727481842041,14.595707893371582,2.4924236824793846,12.356484297639835,340062,350704,37.47917342185974
1,163,163,2.5908522605895996,13.606242179870605,2.4930312662948797,12.36419885246842,342614,353264,37.7357611656189
1,164,164,2.6084587574005127,13.609528541564941,2.493739410412092,12.37183891191073,345174,355824,37.993733167648315
1,165,165,2.8299529552459717,11.803022384643555,2.4957894930025426,12.368370518451783,347709,358384,38.24721670150757
1,166,166,2.376089572906494,10.753305435180664,2.4950640389413543,12.358582245219838,350266,360944,38.50876498222351
1,167,167,2.168327808380127,9.121870040893555,2.4930957483958047,12.339083978928715,352813,363504,38.75254964828491
1,168,168,2.862797260284424,17.524084091186523,2.49530952990412,12.370131883792535,355373,366064,39.014349699020386
1,169,169,1.7203212976455688,5.324791431427002,2.490696504712105,12.328195333480835,355533,366304,39.16772437095642
1,170,170,2.637995481491089,13.99985122680664,2.4915680962906785,12.338086788470928,358093,368864,39.42555642127991
1,171,171,2.0248491764068604,7.586702346801758,2.4888226908795974,12.310137468225816,360653,371424,39.66015863418579
1,172,172,2.5133590698242188,12.440736770629883,2.488966178475765,12.310901206836366,363213,373984,39.908586740493774
1,173,173,2.1004981994628906,8.147110939025879,2.486707643714062,12.28669312388398,363888,374816,40.09885573387146
1,174,174,2.6444950103759766,14.076333999633789,2.4876197094173103,12.29703786883051,366448,377376,40.36058163642883
1,175,175,2.7128500938415527,15.072175025939941,2.4889141369140013,12.312986932951828,369008,379936,40.62438440322876
1,176,176,2.7854785919189453,16.008188247680664,2.4906087909426007,12.334102369035993,371568,382496,40.85784554481506
1,177,177,2.5270161628723145,13.097111701965332,2.4908156510103834,12.338437649336727,374108,385056,41.113120317459106
1,178,178,2.7969088554382324,16.393892288208008,2.4925449911483937,12.361349822437695,376668,387616,41.37617564201355
1,179,179,2.403135299682617,11.057791709899902,2.4920426895109453,12.354026462254899,379228,390176,41.621193408966064
1,180,180,2.5870327949523926,13.290277481079102,2.492573360491065,12.35925691487403,381788,392736,41.864097356796265
1,181,181,2.441559314727783,11.490944862365723,2.4922899491257136,12.354432959026761,384348,395296,42.10887575149536
1,182,182,2.5107221603393555,12.317900657653809,2.4923917845467836,12.354231123107573,386904,397856,42.37199521064758
1,183,183,2.732177972793579,15.366317749023438,2.493709291075612,12.370781049623595,389464,400416,42.63810729980469
1,184,184,2.457854986190796,12.74504280090332,2.493513365912307,12.37282619580545,391497,402736,42.89331841468811
1,185,185,2.1549928188323975,8.630681991577148,2.491673580330351,12.35248845556508,394047,405296,43.14071822166443
1,186,186,2.6041743755340576,13.654444694519043,2.492281692736858,12.359526056856723,396557,407856,43.400431632995605
1,187,187,2.0345633029937744,7.20579719543457,2.489820841179099,12.331817837171657,396816,408208,43.551608085632324
1,188,188,2.405526638031006,10.29803466796875,2.4893700700392696,12.320941991347043,399347,410768,43.81406855583191
1,189,189,2.3239781856536865,10.216233253479004,2.488490325973389,12.309746732103063,401907,413328,44.06656050682068
1,190,190,2.615166664123535,13.681042671203613,2.4891605711487865,12.317002266172379,404467,415888,44.32719087600708
1,191,191,2.7042758464813232,14.94349479675293,2.4902927568084317,12.330825911070171,407027,418448,44.58992314338684
1,192,192,2.402345895767212,11.053555488586426,2.4898323020385824,12.324138631371303,409587,421008,44.827110052108765
1,193,193,2.5988166332244873,13.293338775634766,2.490399928763509,12.329186548789343,411316,423008,45.0670952796936
1,194,194,2.77657413482666,16.012815475463867,2.491882696670572,12.348272709031178,413876,425568,45.32067394256592
1,195,195,2.175311803817749,8.553165435791016,2.4902508879445264,12.32871030040623,414628,426448,45.49434041976929
1,196,196,2.643920421600342,12.986074447631836,2.4910389368350687,12.332081398597131,417156,429008,45.74004578590393
1,197,197,2.516601800918579,12.386433601379395,2.491169359611005,12.332358705754183,419716,431568,45.981667041778564
1,198,198,2.368917942047119,9.968317031860352,2.490548794039615,12.320358494211575,421158,433200,46.20606851577759
1,199,199,2.4330716133117676,10.69510555267334,2.49025850524806,12.312150146021988,422239,434464,46.40908741950989
1,200,200,2.4268009662628174,11.380918502807617,2.4899396231426065,12.307470590025936,424785,437024,46.67340850830078
1,201,201,2.690117835998535,13.879107475280762,2.490940514206886,12.31532877445221,426574,439024,46.91400718688965
1,202,202,2.0622665882110596,7.863771438598633,2.4888078081074045,12.293181723030052,429134,441584,47.152631521224976
1,203,203,2.6370840072631836,12.318352699279785,2.4895418486972845,12.293306331823368,430830,443552,47.39132785797119
1,204,204,2.4847240447998047,12.005385398864746,2.489518115673159,12.29188800210436,433390,446112,47.645198345184326
1,205,205,2.586709976196289,13.285994529724121,2.489994546361998,12.296761073318182,435950,448672,47.907973527908325
1,206,206,2.4937946796417236,12.107131004333496,2.4900130835975087,12.295836048591427,438510,451232,48.149226903915405
1,207,207,2.592334747314453,13.360929489135742,2.490509790702931,12.301006405098924,441070,453792,48.402428150177
1,208,208,2.3737730979919434,9.678223609924316,2.4899458453275156,12.288335956813057,443602,456352,48.6699059009552
1,209,209,2.2001867294311523,9.007277488708496,2.488552772654937,12.272561637254862,446162,458912,48.90382170677185
1,210,210,2.155014991760254,8.628019332885742,2.4869568981052015,12.255123635798551,448722,461472,49.15116810798645
1,211,211,2.0198256969451904,7.522048473358154,2.4847324638139634,12.232585182644073,451282,464032,49.38146924972534
1,212,212,2.631582498550415,13.525141716003418,2.485428435542572,12.238711042991747,453835,466592,49.62859582901001
1,213,213,2.0545408725738525,7.714672088623047,2.483395947038003,12.217371236603215,456373,469152,49.88518047332764
1,214,214,2.5408201217651367,12.411341667175293,2.4836655441024496,12.218281895901676,458890,471712,50.14777326583862
1,215,215,2.1504297256469727,8.809832572937012,2.482108367380695,12.202354562616794,461445,474272,50.382712841033936
1,216,216,2.079829216003418,7.085971355438232,2.480237301560335,12.178557431420614,462044,475040,50.56971740722656
1,217,217,2.591036796569824,12.653580665588379,2.480750262185379,12.18075661306028,464091,477376,50.82678413391113
1,218,218,2.94387149810791,16.922616958618164,2.482884461429262,12.202608504053634,465920,479424,51.06638979911804
1,219,219,2.3804800510406494,10.810093879699707,2.4824147164274795,12.196220822290543,468480,481984,51.29276704788208
1,220,220,2.634951114654541,13.750689506530762,2.4831112296613926,12.203318852812188,471028,484544,51.55732750892639
1,221,221,2.251087188720703,9.056857109069824,2.482056574929844,12.189016753976995,472009,485744,51.752888202667236
1,222,222,2.4611871242523193,11.718711853027344,2.481962143026326,12.18688867750211,474569,488304,51.999390840530396
1,223,223,2.5158286094665527,12.446056365966797,2.482114694676958,12.188056099522221,477129,490864,52.24561905860901
1,224,224,2.743060350418091,15.697587966918945,2.4832848545681734,12.20379391058678,479675,493424,52.505213022232056
1,225,225,1.8645685911178589,6.4191999435424805,2.480522728392056,12.177969830376762,482235,495984,52.73426389694214
1,226,226,2.5905213356018066,13.336722373962402,2.481011611090766,12.183119841681586,484795,498544,52.97011685371399
1,227,227,2.1154978275299072,7.6377716064453125,2.4793942934643907,12.163007681348683,485649,499536,53.15735220909119
1,228,228,2.4559004306793213,12.57201862335205,2.479290796271505,12.164809491665878,486913,501008,53.37600135803223
1,229,229,2.4008755683898926,16.44394302368164,2.4789468698334276,12.183577621192264,489353,503568,53.642348527908325
1,230,230,2.1196911334991455,8.850017547607422,2.4773780674913564,12.169020590303246,489841,504192,53.811665058135986
1,231,231,2.8477091789245605,17.212526321411133,2.4789882027584573,12.190948876090673,492401,506752,54.059967041015625
1,232,232,2.5653491020202637,11.918956756591797,2.4793620594652186,12.189771421027906,494609,509312,54.321425914764404
1,233,233,2.46155047416687,11.272862434387207,2.4792852853906564,12.185819227119971,497149,511872,54.58601474761963
1,234,234,1.950795292854309,7.789902210235596,2.4770170879977966,12.166952630480983,497362,512144,54.73673963546753
1,235,235,2.238618850708008,9.370736122131348,2.4759982921119428,12.155002987282908,499922,514704,54.972389936447144
1,236,236,2.6887969970703125,12.53889274597168,2.4769038185160213,12.156636560724136,502459,517264,55.21802806854248
1,237,237,2.7947821617126465,16.35906982421875,2.4782507606482103,12.174443481332165,505019,519824,55.48138165473938
1,238,238,2.504091501235962,12.232440948486328,2.478359793308918,12.174688196383448,507579,522384,55.71853995323181
1,239,239,2.4250540733337402,11.364785194396973,2.4781358196955767,12.171285242593589,510124,524944,55.97733163833618
1,240,240,2.4665799140930176,11.112613677978516,2.4780874686261103,12.166855654457125,511356,526400,56.19604468345642
1,241,241,2.680746555328369,14.569610595703125,2.4789318814873695,12.176867133378982,513916,528960,56.45083141326904
1,242,242,2.216883420944214,7.9160003662109375,2.477844543476817,12.159187188287,516450,531520,56.70398473739624
1,243,243,2.2270891666412354,9.429149627685547,2.476808364233695,12.147906041342365,519006,534080,56.95497369766235
1,244,244,2.4802591800689697,11.954887390136719,2.4768225651219056,12.147111725905305,521566,536640,57.20938420295715
1,245,245,2.2064085006713867,9.083035469055176,2.4757143107594035,12.13455403632805,524126,539200,57.43320655822754
1,246,246,2.4316186904907227,11.393989562988281,2.475534328635858,12.13153132419197,526686,541760,57.668925523757935
1,247,247,2.4612133502960205,11.905817985534668,2.475476113276753,12.130613790294989,529225,544320,57.90888214111328
1,248,248,2.631096839904785,13.099079132080078,2.4761061567043967,12.134534702609908,531220,546528,58.13518571853638
1,249,249,2.2801101207733154,9.563840866088867,2.4753158501079007,12.124169001656194,533775,549088,58.342562437057495
1,250,250,2.5502536296844482,13.204051971435547,2.475616805045959,12.128505881052899,536317,551648,58.58205795288086
1,251,251,2.572946310043335,12.35527229309082,2.4760061230659485,12.12941294670105,537689,553344,58.80745553970337
1,252,252,2.4519269466400146,11.610701560974121,2.47591019009214,12.127346367475045,540249,555904,59.02182388305664
1,253,253,2.2235751152038574,9.298802375793457,2.474908860429885,12.116121986555674,542787,558464,59.27148652076721
1,254,254,1.889020562171936,6.793014049530029,2.47259309640515,12.095082034235416,543123,558928,59.419710874557495
1,255,255,2.6770083904266357,14.541525840759277,2.4733978810272816,12.104713702765038,545683,561488,59.67343044281006
1,256,256,2.4306890964508057,11.36670970916748,2.4732303955975703,12.101819569456811,548243,564048,59.87982201576233
1,257,257,2.233046293258667,9.085127830505371,2.4722921764478087,12.090035617351532,549539,565552,60.07413101196289
1,258,258,2.444680690765381,12.492337226867676,2.4721847387603284,12.091600993264047,550764,567024,60.26694583892822
1,259,259,2.308690309524536,10.026495933532715,2.4715510394222053,12.083596710086793,553315,569584,60.50647711753845
1,260,260,2.4538962841033936,9.148929595947266,2.4714828743437542,12.072265949028338,554091,570576,60.67380237579346
1,261,261,2.386988639831543,10.430743217468262,2.471157896518707,12.0659524000608,555087,571728,60.84802842140198
